company_name,website,phone,detections,stations,vertical,reason_for_review
Serta Pro Painters,spurs.com/slash sports academy,2104445021,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Armstrong and Get,armstrongandget.com,,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Medishare,,8557427340,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
JoePags,joepags.com,8335637247,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
pre-born,preborn.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Nexus Neuro,,46340033384634003333,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
a mac the association of mature american citizens,amac.us/live,,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
NFCC,nfcc.org/slash-your-side,8338377698,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
BERNA,berna.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"empower home team, Keller Williams, Orchard",ehhoustonhasthebuyers.com,8554777653,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Greatly,dewinny-equipment.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Cumulastigital,cumulastigital.com,,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Knig Equipment,knigequipment.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Wright's Gourmet,,7275871040,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Cordell & Cordell,cordellcordell.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Planet Ford,planetford.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Advent Sleep Solutions,adventsleepbetter.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
LensSeek,lensseek.com,,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Markzpane Real Estate,markzpane.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Octopus Energy,octopusenergy.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Ocran Floors,,2277387,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Lauren Michael's real estate partners,,7272988888,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Ascension Island Mint,,8002121313,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
RJ's Autobody Plus,,7709555020,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Ben Hill Renovations,bhrenovations.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Reliable Air,reliableair.com,7705949969,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Pre-born,preborn.com/slash-plant,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Airtech of Houston,airtechofhouston.com,2812516100,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Corey Diamond and Design,,2814824755,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Hamilton at the Fox Theatre,broadwayinatlanta.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
GimmeTheVin.com,gimmethevin.com,2105966588,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Catania and Catania,,8009582157,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
EMC Security,emcsecurity.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Bill's Tractor,bill's tractor.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Goodwill,goodwillsa.org/good-job,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Carpet Giant,,7137665633,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Carpet Giant Houston,carpetgianthouston.com,7137665633,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
GenPro,genpro.com,7138429501,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Kinetico,kineticosa.com,6567873,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Alzheimer's Association and the Ad Council,alz.org/slash-our-stories,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
RedEye Radio,redeye radioshow.com,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Painting Plus,paintingplus.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Adopt Us Kids,adoptuskids.org,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
George's Try GLP,healthylooking.com,8004786465,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
George's tri-GLP,healthylooking.com,8004786465,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Corey Diamonds & Design,,2814824755,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Coast To Coast AM,coasttocoastam.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Spurs Sports Academy,spurs.com/sportsacademy,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Sunflower Floor Coatings,sunflowerfloorcoatings.com,2814173229,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
ARS Rescue Rooter,ars.com slash houston slash radio,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Seniorhealthservices.com,seniorhealthservices.com,2818947540,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Skywatch,,8004191964,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Percento Technologies,,2815982235,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Super Talk,,6157379986,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Think It Up,thinkitup.org,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Brothers Floor Covering,brothers-floorcovering.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Napa Auto Parts,napaonline.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"D Geller and son, Atlanta ramjack, all care, painting plus",d geller dot-com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Thunderbolt Transmission,,7139238888,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Beam,shop beam dot com slash vin show,,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
EdenPURE Deals,edenpuredeals.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Zipp Recruiter,zipprecruiter.com,,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Kalshi,kalshi.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Term Provider,biglu.com,8005551509,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
ChefIQ,chefiq.com,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Reliable,reliableair.com,7705949969,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Premier Deck Coating, Sundown Gardens, Ms. M's Home and Garden",premierdeckcoating.com,3176964071,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
The Original Mattress Factory,sweetjames.com,8009000000,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Patriotmobile.com,patriotmobile.com/beck,9727287468,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Petrou In Home Fitness,,7139991000,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Berna,berna.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Skyrizzy,skyrizzy.com,186675974999,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Stoltzko,stoltzko.com,6156225992,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
F F Greens,ffgreens.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Lee Brandt Jewelry & Watch Company,leebrandt.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Orchard Offers,orchard.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Uline,uline.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Mark Spain retail estate,markspane.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Brentwood Jewelry,brentwoodjewelry.com,,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Big Wireless, Pure Talk",,2506738325,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Vanguard Investor Choice,vanguard.com,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
United Leasing and Finance,unitedevv.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
The Texas Center for Cosmetic Dentistry,lovethatsmile.com,2813676453,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Ramjack,google atlanta ramjack,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
healthylooking.com,healthylooking.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"St. Christopher Truckers Relief Fund, Iowa 80","truckersfund.org, truckersjamboree.com",,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
C&J Water,,3177448255,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
COAST,coast2coastam.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Lean,lean.com,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Hot Shot Secret,hotshotsecret.com,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
rxproliberty.com,rxproliberty.com,9497063300,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Heartland Steak Co.,heartlandsteakco.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
PolyMarket,polymarket.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Meals on Wheels America,letsladolunch.org,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
OopsSteem,oopssteem.com,,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Polymarket,axs.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
I heart advertising com,i heart advertising com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Byrna,burner.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
EdenPURE,edenpuredeals.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Term Direct,,85758905075,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Quince,quince.com/slash vince,,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
I Heart Radio Music Festival,access.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Stiefel, Nicholas & Company Incorporated","stiefel.com, stiefelinsights.com",,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Stiefel Nicholas & Company Incorporated,"stiefel.com, stiefelinsights.com",,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Lend Seek,lendseek.com,,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Stiefel, Nickelhausen Company, Incorporated",,7134932200,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Rock Auto, Ledger, CF Moto","rockauto.com, ledger.com, cfmotousa.com",,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
contours LLC,contoursllc.com,6152369960,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Burn and Bush landscape and supply,burningbushsa.com,2109002874,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Lorne Michaels Real Estate Partners,,7272988888,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Gemelas Automotive Group,gemelas.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Roofman,roofman.com,4707663626,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
SeniorHealthServices.com,seniorhealthservices.com,2818947540,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Markspin Real Estate,markspin.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Epic Health Care and Physical Medicine,,4697518262,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Jim Ellis Automotive Group,jimellis.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Berkeley Eye Center,,7135263937,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Solar Exit Hotline,,8007989512,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Home Title Lock,hometitlelock.com,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
George's TRY-GLP,healthylooking.com,8004786465,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Texas Renters,texasrenters.com,8185014109,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Red Eye Radio,redeyeradioshow.com,86690733393,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Senex fuels and loops,rediradioshow.com,866907334,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Sea Crane,seacrane.com,18005228863,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
J.J. Keller and Associates,j.j.keller.com,,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Life Lock,,8005467,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
100radioshows.com,100radioshows.com,,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
ReliefFactor,relieffactor.com,8004734333,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
In Family Fire and the Ad Council,discovertheforest.org,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Atlantis,atlantiscasino.com,7758254700,1,kabc-am-790,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Scorpion Septic,insecticservices.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Sell Car US,,8006092771,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Advent,adventknows.com,,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
ReputationDefender,reputationdefender.com,8004016681,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Burna,burna.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Thomas J Henry law,thomasjhenrylaw.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"HoustonPowderCoaters.com, Generac, Generasupercenter.com","houstonpowdercoaters.com, generatorsupercenter.com",28167638882812516100,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Michalis Corporation,,8443473636,1,wibc-fm-931,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
"Zuby Roofs, Zuby Paints",zubyis.zoubb.com,6805623746,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Revived Men's Health,revivemensthealth.com,2106157777,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
AMAC (Association of Mature American Citizens),amac.us/levine,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Kinetico of San Antonio,kineticosa.com,2106567873,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Amazing Morrow,amazingmorrow.com,2818275200,1,ktrh-am-740,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Mark's Spain Real Estate,markspane.com,,1,wsb-am-750,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
ReputationDefender.com,reputationdefender.com,8004016681,1,whbo-1040,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Craft Body Scan,togetherwescan.com,6154361000,1,wwtn-fm-997,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Ledger,leisure.com/slash-spurs,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Realestateoptionsnow.com,realestateoptionsnow.com,,1,woai-am-1200,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Blue Ribbon DFW,blueribbondfw.com,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
term provider,biglou.com,8005551509,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
TakeLean.com,takelean.com,8335637247,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Way of the Lord,wayofthelord.com,,1,klif-am-570,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
Silver Creek Materials,silvercreekmaterials.com,,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
TheTopicalFruit.com,joe-pags.com,8335637247,1,wbap-am-820,unknown_general_review,"Legitimate company, non-financial. Optional archive review."
