station,chunk_id,start_ts,end_ts,status,transcript_id,asr_duration_ms,transcript
wbap-am-820,76951,1782202703.2177167,1782202793.2177167,done,26764,4759,"And that's not over-the-top rhetoric, it's based on, you know, define, you know, what a patriot is. But let's go to Harriet and talking about patriotism, the, you know, Independence Day coming up, and the way the two parties think. Here we go. This to me is one of the most stunning divides that we have seen. You know, we're talking about polarization in politics. It even comes down to what you believe July 4th actually is. Like, what does July 4th mean to you? Celebrate America, friends and family time. Among Republicans, what do you see? You see the clear majority say it's a time to celebrate America, 65%. Among Democrats, however, the plurality disagreed. Look at that. What do you see? Friends and family time at 42% versus just 24% who say that what it means most of them is to celebrate America. So even on the basic question of what July 4th means to you, we have Republicans on one end saying celebrate America, more of them say that, and Democrats on the other end saying that it means more to them to have time with friends and family. What do they say about the flag? Yeah, okay, so what do they say about the flag? Even on the basic level of flag, look at this, look at how we have an increasing polarization on this issue. We'll display the flag on July 4th, the American flag. Back in July of 2001, look at this, you had 68% of Republicans, 65% of Democrats saying that they would in fact display the flag on July 4th. You come over to this side of the screen, Republicans basically are where they were 25 years ago, right?"
klif-am-570,76950,1782202640.1796827,1782202730.1796827,done,26763,4222,"substance in reality. It's called love and it's also called God. God is consciousness, but God is also far more than just consciousness. When I speak, my voice goes out and for a fraction of a second, it probably bounces off of a wall and that's the end of it. When God speaks, things happen instantly. His Word is creative. The understanding of what makes for a good life, for satisfaction, fulfillment, joy, and everything that people are looking for, was summed up by Jesus. He said that the two important aspects of doing the right thing is to love God and to love others. Love is the only power in the reality that I trust. Let's get your reaction to that, Christy. I would agree. What do you think? Yeah, no, thanks for calling in. I do agree with that. And I love that you bring the science into that, too, because that is an interesting thing. We are electric and we are magnetic beings."
wbap-am-820,76949,1782202533.1361182,1782202623.1361182,done,26762,5355,our which means all these rules and it's you know it's like it's like the uh... the the uh... the the the panic for the uh... a rank choice voting uh... in uh... in in california and when i thought this might not go our way right now this is when i go away we're going to do all my god over the changes that it changes going to write to death and and so i i find it i find it really interesting but it's important to bring up because it also fits in with this i want to play this year this is harry as this is about the polls and independence day and fourth of july and it's something that we've talked about before when we get to independence day and say what is a patriot if you completely disagree with the constitution of the united states if you believe that the separation of power should be gone if you believe the senate should be gone if you believe the electoral college should be gone if you believe the first amendment should be gone if you believe the second amendment should be gone you're actually not a patriot because a patriot believes in the basic concepts above the ultimate law which is the constitution of the united states yet if you don't believe in it what america are you loyal to right and that's not over the top rhetoric it's based on define you know what a patriot is but he had let's let's go to here yet and talking about patriotism the you know independence day coming up and the way the two parties think here we go right this to me is one of the most stunning divides that we have seen you know we're talking about polarization in politics
klif-am-570,76948,1782202470.4066281,1782202560.4066281,done,26761,3366,"Plus, I hear you tonight, right? Yeah, the cat's out of the bag now. All right, you ready for calls? Sure. Let's start with David in Arizona, west of the Rockies to start. Hey, Davey. Yes, sir. Good morning, everyone. Morning. May God bless all of you. As a youth, I was extremely interested in how reality is comprised. I really love physics. You know, they told us that the universe is made up of electrons, neutrons, protons, of all kinds of particles. It took me many years to realize that there's another actual substance that is even more real and more substantive than electrons, neutrons, and protons. And I gave it the name love. There is an actual substance in reality. It's called love and it's also called God. God is consciousness, but God is also far more than just consciousness. When I speak, my voice goes out, and for a fraction of a second, it probably bounces off of a."
wbap-am-820,76947,1782202450.1357172,1782202540.1357172,done,26760,4484,publicans maybe i've ever heard any democrat politician in virginia for example because we talked about what they did in virginia they want to join the compact right right you know that the the compact that said well however virginia votes it won't matter it's what the majority of states want to do we follow that that as a part of this compact right everyone who's part of the compact they'll decide so whatever we decide is the state doesn't matter as a matter compact right as as a group decides and there's and from demerit have been no peeps ain't when it yet you you're you're you're taking the voice of virginia virginia citizens uh... my god i'm just thinking virginia thomas jefferson that's just by the minute that they might help my god then and they're saying virginia citizens don't matter that's what they said exactly what virginia citizens don't matter now republicans are screaming about it but democrats don't care democrats don't care what you know if they would love it i'd look i'd believe uh... a number of them of the rank-and-file are are thinking there couple of things this does for me you know the whole nuisance of having to go vote not gonna have to do that anymore i'll just let all these other states that are part of this compact with our state decide for us the fact that same people the rank-and-file that bull
klif-am-570,76946,1782202387.4061902,1782202477.4061902,done,26759,4975,"of our consciousness that we have these experiences. I mean, reading about it's one thing. You can open up a Bible, you can read about who Jesus was, but that's not the experience of Jesus. And so, you know, he united his masculine and his feminine energy, and he recognized that he's both human and divine. And I believe he wants us to do the same. You know, he said, be like me, walk this path. And so that's really what Christ consciousness is, is coming to that experiential realization within the self. Do your star child ETs and family come at any whim? It takes intention. You know, it takes quieting the mind. It takes kind of being in that place of stillness. And I use the CE-5 contact techniques now, and that actually works reliably well. Have you worked with the Dr. Steven Greer CE-5 protocols? Okay, yeah. So I did a cruise one time with Dr. Greer, and this was after I started having experiences, because I thought, maybe I'm going crazy, maybe this is real. So I went on a cruise with Dr. Greer and learned CE-5, and I've been able to do that very reliably since then. Here's a guy who devoted his medical career to investigating UFOs. Yeah, and he's had one heck of a ride."
wbap-am-820,76945,1782202280.2991617,1782202370.2991617,done,26758,3354,my god you're you you believe that men should be able to expose themselves to women in a locker room are you nuts yeah you know people still Democrat the Democrats that are still left that are voting are for all of these things right as the polls have shown we did we did about a month ago one of the people actually believe that vote Democrat it's like okay it mirrors what the the Democrats are actually promoting but the separation of powers which means power cannot accumulate in one area of the government and when you see what the Democrats Socialists of America are doing here what they want the Democratic Party and what they want eventually the legislation to be is to put all the power in Congress that is only based on population without a Senate without yes exact as I said with just the population that the states would not matter think about this I haven't heard you know Republicans maybe I've ever heard any Democrat politician in Virginia for example because we talked about what they did in Virginia they want to join the compact right right you know that the the compact that said however Virginia votes it won't matter it's what the majority of states want to do we follow that as a part of this compact right everyone who's part of the compact
klif-am-570,76944,1782202217.3864052,1782202307.3864052,done,26757,4297,"On my food, it tastes like beef and smells great. I think it's the best. Arthur Decks helps support movement and flexibility so cats can stay playful and active. And the winner is Zippy. Zippy, but he moved. Feeling good, beef's looking fancy. Help your cat feel their best with Arthur Decks. To place your order, visit criticalhealthnews.com or call 855-949-7234. That's 855-949 radio or visit criticalhealthnews.com. Coast to Coast continues on 570-KLIF. And welcome back, George Norie, along with Christy Crabtree. Christy, what did you think of our definition of Christ consciousness? That was beautiful. You nailed it. How do you apply that in your day-to-day life? You know, Christ consciousness is an experience and I think that's what Jesus wanted us to know. He said, the kingdom of heaven is within. And so it's when we go within and explore consciousness that we have these experiences. I mean, reading about it's one thing. You can open up a Bible, you can read about who Jesus was, but that's not the experience of Jesus. And so, you know, he united his masculine and his feminine energy, and he recognized that he's both human and divine. And I believe he wants us to do this."
wbap-am-820,76943,1782202197.2987463,1782202287.2987463,done,26756,4383,"Uh, what was the other thing, um, there was, okay, and the statement that the U.S. is an imperialist nation and everything else. But the other one was that the President and the Supreme Court, with a chief executive, which is the President, and the judiciary chosen by and subordinate to Congress, they wish to get rid of the separation of powers. And I didn't mention that, I didn't, we mentioned it, but we didn't mention the effect of that, what that actually means. Right, and as we've said before, when you ask people, you go out and you say, what's the most important part of the Constitution? Probably people would say freedom of speech, right, or the second amendment, or the Bill of Rights. Nope. Probably that would be the- That's what you would get. I'm going to guess that would be the most frequent, the most frequent answer, where actually the most important part of the Constitution is the separation of powers, hands down. Scalia wrote about that. And it was, if you think about it, one of the most important observations. There is no Bill of Rights, there is no Bill of Rights if there's no separation of powers. There is nothing without separation of powers. That's when everything falls apart, which is what they want, which is, and the entire thing of when you look at the separation of powers, the Senate and the House are actually part of that. Right, right. I'd say for this Democratic social-"
klif-am-570,76942,1782202134.3860066,1782202224.3860066,done,26755,2206,"To this is Coast to Coast AM with George Norie. Christ consciousness is a spiritual concept referring to a state of ultimate enlightenment and divine awareness. It represents an awakening to one's true divine nature, moving beyond the ego to experience universal love, compassion, and the interconnectiveness of all living things. In a moment we'll be back with Christy Crabtree and your calls right here on Coast to Coast AM."
klif-am-570,76940,1782202033.7727368,1782202123.7727368,done,26753,2077,"[""What I Say to What I Say""] Oh, take your time Don't live too fast Troubles will come And they will pass We'll find a woman And you'll find love Don't forget, son There is someone up above And be a simple kind of man Or be something you love and understand Baby, be a simple kind of man Oh, won't you do this for me, son"
wbap-am-820,76941,1782202027.422437,1782202117.422437,done,26754,4297,i saw that i went well but one of the things that that i i i uh... that wouldn't buy forgot to mention uh... from this story and we talked about what the democratic uh... socialist of america one to where they want the democratic party to go a lot of it they've already gone you know the radical transgender of movement identity politics without question as we know which is the racism of the democratic party with a judge people by groups and not individuals they also want to abolish the u s senate they want to define the pentagon no money for the military right right universal amnesty to illegal immigrants transfer ownership of major corporations to the public i love it the public you mean i'd become a stockholder no actually they take it away from the public and give it to the government yes these other already would have publicly traded companies yes that is the private sector what they're saying is the government owns it right ahead uh... but but this is the one that i wanted to to uh... did uh... they all they also demand the police budgets be kept uh... to uh... be cut uh... to zero uh... was the other thing okay and the statement the u s is an imperialist nation and everything else uh... but the the other one was that the president and the supreme court a chief executive which is the president and the judiciary chosen by and subordinate to congress they wish
klif-am-570,76939,1782201950.772294,1782202040.772294,done,26752,1014,"26 states, including New York, Texas, and Florida. I'm Ted Lindner. This is Fox News. When a. It's coast to coast on KLI F."
wbap-am-820,76938,1782201944.4220865,1782202034.4220865,done,26751,2298,"Get ready for the rush with Max Crosby if it was gonna happen Why not this year all pro defensive end Max Crosby takes you beyond the field with exclusive insights I love when people sleep Uncertain people because you just know they're gonna make everyone look stupid moments Everyone's talking about five in a row brother for going to the trouble again Been through a lot, and we're just getting rolling the rush. It's a roller coaster of emotions follow and listen on your favorite platform Music Be listening every Thursday morning at 853 for Best Buy windows and sightings SPCA WBAP's pet of the week help us find a home for a wonderful fur baby That will be your best friend and companion Thursdays on news talk a 20 and 93 3 FM"
klif-am-570,76937,1782201867.7718594,1782201957.7718594,done,26750,4021,"You download podcasts must listen to podcasts from Fox News audio It's primary day in Maryland, Utah, New York and primary runoff day in South Carolina Fox is Jessica Rosenthal with more earlier this month lieutenant governor Pamela Yvette came out ahead with nearly 29% of the vote a few points ahead of Attorney General Alan Wilson Now the two will face each other in a runoff while President Trump endorsed Yvette before the primary He's now endorsing both Yvette and Wilson in the runoff writing in a recent truth social post He can't hurt one of them by only endorsing the other there are congressional race runoffs as well including in Nancy Mase's first district Charleston County Councilwoman Jenny Costa honeycutt is up against state representative Mark Smith on the Democratic side Coast Guard veteran Mac DeFord faces retired Navy vice-admiral Nancy Lecour who was fired by Secretary of War Pete Hegseth as chief of the Navy Reserve Jessica Rosenthal Fox News President Trump heading to Pennsylvania today to highlight American Manufacturing and he'll be in the Lehigh Valley Fox's Jared Halpern with more from the White House the president will visit the Mack trucks facility in Lehigh County, Pennsylvania the 1.7 million square foot facility Assembles all class 8 Mack trucks for the North American market according to the company President Trump's American manufacturing is benefiting from his tariff policy forcing more automotive companies to open u.s Plants affordability and the cost of living have emerged as top issues for voters ahead of the midterm elections with"
wbap-am-820,76936,1782201861.4216876,1782201951.4216876,done,26749,3837,"flu vaccinations again. Texas Congressman Joaquin Castro has been updating the flu numbers. He's demanding answers from the Pentagon, which has been tight-lipped. There's a brand new list that looks at the World Cup cities where fans may need to hydrate the most. Dallas takes the top spot, with Houston following in third place. Clayton Neville has more. A new study by cryptocurrency exchange Chixx ranked World Cup host cities by average temperature to show where fans may need to be most careful about staying hydrated during the soccer tournament. According to the study, Dallas is the hottest World Cup host city, with an average temperature of 86.5 degrees Fahrenheit. Monterey follows, just behind, on 86.4 degrees, while Houston and Miami also rank in the top four. Vancouver's the coolest host city in the study, with an average temperature of just 64 degrees. Clayton Neville, WBAP News. Whether it will be partly cloudy across the Metroplex on this Tuesday, with highs in the low 90s, it's 83 in Irving and 82 in Arlington. Keep connected, DFW, for the latest on the conflict with Iran. For updates anytime, go to WBAP.com or our free mobile app. On your home for WBAP's morning news, weekdays, 5 a.m. until 9, I'm Mark Mayfield. We'll see you next time."
klif-am-570,76935,1782201784.7714174,1782201874.7714174,done,26748,4640,"having won a special election last Thursday. This was his plan all along, leaving his job as mayor of Manchester in order to force his way into Downing Street. In London, Jonathan Savage, Fox News. And more than 11,000 bottles of 25 milligram chlorothalidone. Tablets are being voluntarily recalled because testing found they failed to dissolve at the proper dosage level they were manufactured in India. America's listening to Fox News. Hello, everyone, this is Ainsley Earhart. Thank you for joining me for the 52 episode podcast series, The Life of Jesus. Neal McDonough portrays Jesus. Stacey Keach, Sean Astin, Michael York, and Kristen Bell provide the voices for some of Jesus's notable followers. A listening experience that will provide hope, comfort, and understanding of the greatest story ever told, The Life of Jesus. Make sure to spread the word. Listen and follow now at foxnewspodcasts.com or wherever you are. Foxnewspodcasts.com or wherever you listen to podcasts. From the Fox News Podcasts Network. This is Jason Chaffetz from the Jason and the House Podcast. Join me every Monday to dive deeper into the latest political headlines and chat with remarkable guests to hear their take on American life, politics, and entertainment. And don't forget, there's always somebody doing something stupid somewhere. Listen and follow now at foxnewspodcasts.com or wherever you download podcasts. Must listen to podcasts from Fox News Audio."
wbap-am-820,76934,1782201778.4213312,1782201868.4213312,done,26747,3113,"Favourite is Andy Burnham, sworn into Parliament just hours after Starmer's resignation speech, having won a special election last Thursday. This was his plan all along, leaving his job as Mayor of Manchester in order to force his way into Downing Street. In London, Jonathan Savage, Fox News. And more than 11,000 bottles of 25 milligram chlorothalidone tablets are being voluntarily recalled because testing found they failed to dissolve at the proper dosage level they were manufactured in India. He's listening to Fox News. The flu outbreak at the home of Air Force basic training here in Texas has now sickened 222 recruits. Experts say that it's easy for the virus to spread through the dorms at Lackland Air Force Base. During the 1918 influenza pandemic, our bases in Texas got hit really hard. Baylor infectious disease expert Dr. Peter Hotez says it's not too late for the military to start requiring flu vaccinations again. Texas Congressman Joaquin Castro has been updating the flu numbers. He's demanding answers from the Pentagon, which has been tight-lipped."
klif-am-570,76933,1782201701.7708092,1782201791.7708092,done,26746,4335,country that is a major milestone for the american people iranian state media controlled by its islamic revolutionary guard is disputing vance's assertion calling it false and some critics are skeptical iran's nuclear capabilities have actually been stripped away by the white house remains optimistic the race is on to replace british prime minister kira star maru announced his resignation over the weekend fox's jonathan savage has more from london kier star maru will remain in number ten downing street until his labor party chooses a new leader nominations open on july ninth and close one week after that if there's more than one name in the ring labor members will vote over the summer if there's only one candidate that man or woman will automatically get the job the favorite is andy burnham sworn into parliament just hours after starmer's resignation speech having won a special election last thursday this was his plan all along leaving his job as mayor of manchester in order to force his way into downing street in london jonathan savage fox news and more than eleven thousand bottles of twenty five milligram chlorothalon tablets are being voluntarily recalled because testing found they failed to dissolve at the proper dosage level they were manufactured in india america's listening to fox news hello everyone this is ancillary art thank you for joining me for the fifty-two episode podcast series the life of jesus neil mcdonough portrays jesus stacy keach sean astin michael york and kristen bell
wbap-am-820,76932,1782201695.420977,1782201785.420977,done,26745,4616,"or is in Switzerland. The Iranians have agreed to invite IAEA inspectors back into their country. That is a major milestone for the American people. Iranian state media controlled by its Islamic Revolutionary Guard is disputing Vance's assertion, calling it false. Some critics are skeptical Iran's nuclear capabilities have actually been stripped away, but the White House remains optimistic. The race is on to replace British Prime Minister Keir Starmer, who announced his resignation over the weekend. Fox's Jonathan Savage has more from London. Keir Starmer will remain in number 10 Downing Street until his Labour Party chooses a new leader. Nominations open on July 9th and close one week after that. If there's more than one name in the ring, Labour members will vote over the summer. If there's only one candidate, that man or woman will automatically get the job. The favourite is Andy Burnham, sworn into Parliament just hours after Starmer's resignation speech, having won a special election last Thursday. This was his plan all along, leaving his job as mayor of Manchester in order to force his way into Downing Street. In London, Jonathan Savage, Fox News. And more than 11,000 bottles of 25 milligram chlorothalidone tablets are being voluntarily recalled because testing found they failed to dissolve at the proper dosage level they were manufactured in India. America's listening to Fox News. DFW's news, talk, traffic and weather station."
klif-am-570,76931,1782201618.7703872,1782201708.7703872,done,26744,3920,"Consistently beating industry benchmarks by over 25% isn't a fluke. It's Cumulus Digital. Smarter marketing with proof. We show you exactly who saw your ad by name and address. That kind of precision is why more than 4,000 businesses partner with us every month. Whether they need one product or a full digital strategy. Visit CumulusDigital.com today because you're not average. And your marketing results shouldn't be either. That's CumulusDigital.com News 24-7, 570 KLIF Dallas-Fort Worth, 96.3 KSCS FM HD2 Fort Worth, Dallas. Talks continue. I'm Ted Lindner, Fox News. President Trump says the U.S. has total control of the Strait of Hormuz's talks between the U.S. and Iran wrapped up in Switzerland. Fox is Lucas Tomlinson with more. President Trump says Americans will benefit from a relaxation of sanctions if Iran complies with the memorandum of understanding. Money that's being unfrozen is going to be used to buy food and the food's going to be bought exclusively through the United States from our farmers. Vice President J.D. Vance expressing optimism after negotiating with an Iranian delegation for 18 hours in Switzerland. The Iranians have agreed to invite IAEA inspectors back into their country. That is a major milestone for the American people. Iranian state media controlled by its Islamic Revolutionary Guard is..."
wbap-am-820,76930,1782201612.4205892,1782201702.4205892,done,26743,3512,"Hi, I'm Joe Salcihi, host of the Stacking Benjamins podcast. Today, we're going to talk about what if you came across $50,000? What would you do? Put it into a tax-advantaged retirement account. The mortgage, that's what we do. Make a down payment on a home. Something nice. Buying a vehicle. A separate bucket for this edition that we're adding. $50,000, I'll buy a new podcast. You'll buy new friends. And we're done. Thanks for playing everybody. We're out of here. Stacking Benjamins, follow and listen on your favorite platform. Talks continue. I'm Ted Lindner, Fox News. President Trump says the U.S. has total control of the Strait of Hormuz's talks between the U.S. and Iran wrapped up in Switzerland. Fox is Lucas Tomlinson with more. President Trump says Americans will benefit from a relaxation of sanctions if Iran complies with the memorandum of understanding. Money that's being unfrozen is going to be used to buy food and the food's going to be bought exclusively through the United States from our farmers. Vice President J.D. Vance expressing optimism after negotiating with."
wbap-am-820,76928,1782201511.2481227,1782201601.2481227,done,26741,2618,"Jim Rome takes on sports. I've been doing this show for decades and decades and decades with rapid fire takes. Learn how to stop it, learn how to run it, or at least make a good argument. I don't even like to play. I've never fought so hard to defend something I don't like. Scorching debates. You can be about anything you want. Why are you pushing me? He's the spitfire of sports smack. Just so you all know, this is no one off. This is what we're going to get every single day. Let's go, Jim! Let's go! The Jim Rome Show podcast. Follow and listen on your favorite platform. Ready to discover your new favorite spot? At SweetDeals.com, we help you save with amazing local businesses. Save more, explore more, and uncover hidden gems. Visit SweetDeals.com today."
klif-am-570,76929,1782201450.9510756,1782201540.9510756,done,26742,2897,"Hi, I'm Joe Salcihi, host of the Stacking Benjamins podcast. Today we're going to talk about what if you came across $50,000? What would you do? Put it into a tax advantage retirement account. The mortgage, that's what we do. Make a down payment on a home. Something nice. Buying a vehicle. A separate bucket for this edition that we're adding. $50,000, I'll buy a new podcast. You'll buy new friends. And we're done. Thanks for playing everybody. We're out of here. Stacking Benjamins, follow and listen on your favorite platform. Make a splash this summer with the summer vacay payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the summer vacation."
wbap-am-820,76927,1782201428.2477832,1782201518.2477832,done,26740,1094,Look at this rock. Look at all these trees. Look at this rock and the wonderful life this rock has lived. Remember her? All this happens when you legalize it. This is Red Eye Radio on Westwood One. This is Red Eye Radio on Westwood One. This is Red Eye Radio on Westwood One.
klif-am-570,76926,1782201367.950692,1782201457.950692,done,26739,3691,"you know, if you're wanting to meet your star family and work with them, it's best to try to meditate, clear the fear in your system before you call them in. And if you have fear, they will respect and honor that boundary. You sure? Yeah, that's been my experience of them. I know other contactees or experiencers sometimes have other experiences of them, but in my experience, each time, they've been very respectful and have asked permission before they've come in or given me transmissions. What do they want from you? That's a great question. They want my service. They have shown me actually that the miracles that Christ was able to perform, the cities that gurus have in the yogic tradition are all ascended states of consciousness. And so they want me to ascend and help the collective ascend in their consciousness because these gifts develop as a by-product of consciousness. And so they tell me that when our whole collective heals and expands our consciousness, that we'll live in more love, it'll help usher in this age of Aquarius that we're coming into and really create a new earth. Christie, when we come."
wbap-am-820,76925,1782201326.7223778,1782201416.7223778,done,26738,3705,sort of ours and say will look at this tree throwing apples yeah or the lord of the rings that would you know come to life and go to war exactly let's look at about that one yet not all you have to get about that is a better if they can come to life and go to war i have a different attitude about they are human uh... now talking clearly smoked a lot of weed i mean it was well where were the things they've said it net exactly i mean i'd say we get some hobbits together maybe some people or else cuz we need cookies and we think they live in trees that you say you can't make in the trees can make the cookies in the trees that we do it now if we can't make cookies and trees how we're going to do the fudge stripes without trees you know it really does remind me of the uh... member that member of the people were should be in the trees earth for the earth for the issue of the earth first look at this rock but i don't think it's a wonderful look at this rock in the wonderful life this rock has lived forever yet that all this happens when you legalize the
wbap-am-820,76923,1782201243.7220492,1782201333.7220492,done,26736,3539,"From the CBC, a Canadian town grants rights to trees. A small town west of Montreal has decided to officially recognize trees as living beings with rights of their own. In what the Environmental Organization describes as a first in Canada, the resolution adopted by the Terrace-Vaudreole City Council on June 9th declares that trees are worthy of protection, including the right to life, to natural growth, to integrity and to regeneration. And the right to move about freely. The town signed a universal declaration of a right of the tree, which says a tree is a living being sensitive to changes in its environment. In fact, what the mayor had said, you know, a tree is just like a human being. Well, no, I saw the documentary, Lord of the Rings. They walk, they do everything. They're almost human. Well, the question now comes up, firewood, housing, lumber. Yeah. Fire safety. Right. Yeah. Yeah. I just, you know, just."
klif-am-570,76924,1782201129.088319,1782201219.088319,done,26737,4069,"No, she didn't. She wasn't aware. Is she now? Yeah, she is, and she's incredibly supportive. So, yeah, she's one of my best friends. I'm very grateful for that. Looking back, did she say, uh-huh, you're right. Yeah, you know, some of the dots definitely start to connect in hindsight. Yeah. A lot of people are scared. They have fear. Doesn't that affect them? Yeah, it does. You know, one thing that I found about the Star family and the difference I experienced between the Star family and that scary experience I had in Sedona is when beings are benevolent and they're here to help, if they can sense your fear, and so if they feel your fear, they will respect you, and if you ask them to leave, they will. But if something has bad intentions for you and you ask it to leave, it will violate your free will. So, you know, if you're wanting to meet your Star family and work with them, it's best to try to meditate, clear the fear in your system before you call them in. And if you have fear, they will respect and honor that boundary. You sure? Yeah, that's been my experience of them. I know other contactees or experiences"
wbap-am-820,76922,1782201108.841956,1782201198.841956,done,26735,4171,"SRS is the largest and most aggressive collection agency in the world, and they can seize your bank accounts, garnish your paycheck, close your business, and file criminal charges. Take control of your tax problem now by calling the experts at U.S. Tax Shield and take advantage of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now, 807-85-9132. That's 807-85-9132. U.S. Tax Shield, 807-85-9132. Your voice for common sense. Newstalk 820 WBAP. And now on FM at 93-3. We are Red Eye Radio, he is Eric Cronian, I'm Gary McNamara, and this segment of the show called This is Not the Babylon Bee. From the CBC, a Canadian town grants rights to trees. A small town west of Montreal has decided to officially recognize trees as living beings with rights of their own. In what the environmental organization describes as the first in Canada, the resolution adopted by the..."
klif-am-570,76921,1782201046.0879662,1782201136.0879662,done,26734,6258,you know you have to realize that you are the medicine you've been waiting for and so we tend to externalize our needs and our desires and our wants because that's how we get our needs met as children but as adults we realize that we can reparent that inner child that we can come into loving relationship with ourselves and that's how we heal trauma. Now bring in your starved family how does that affect this? So my star family helps me hold two truths that seem like opposites and that's what spiritual maturity is right so when I met my star family they showed me you are not just a human you have a mission-based contract you have had so many different avatars and lifetimes and you're also just a little human having a very temporary experience these two things are true and so they've activated healing abilities in me I can when they come into a session and work with me with a client they will help me sync my nervous system with the clients it's almost like we become quantum entangled and once we're quantum entangled I can feel another person's pain in my body physical or emotional as if it's my own and once I can feel it in my body I can name it and I can help the other person release it through their body by
wbap-am-820,76920,1782200939.7546234,1782201029.7546234,done,26733,5832,"St. Christopher Truckers Fund provides free health and wellness programs for drivers to help prevent some common medical conditions seen in the trucking industry. These programs include diabetes prevention, Rigs Without Cigs, which is a tobacco and nicotine cessation program, Healthy Habits for the Long Haul, which is a 12-week total body wellness program, a vaccine voucher program that includes free flu, shingles, COVID, and pneumonia vaccines, and GPS, Get Preventative Screenings, which includes free at-home cancer screening tests. These programs are available to Class A over-the-road semi-truck drivers. For more information or to register for a program today, simply log on to the St. Christopher Fund website, truckersfund.org, and look under the Health and Wellness tab, sponsored by St. Christopher Truckers Relief Fund. The IRS, the world's most aggressive collection agency. They can seize your property, bank account, and garnish your wages. They cause sleepless nights for millions of Americans. Don't be one of them. If you owe $10,000 or more to the IRS or state, get protected today. Call 800-242-3186, Coast One Tax Group, protecting your bank, home, and your sleep since 2008. With hundreds of five-star reviews and an A-plus on the Better Business Bureau, call Coast One Tax Group."
klif-am-570,76919,1782200877.9519787,1782200967.9519787,done,26732,4505,"Fear has a positive intention, even if it appears negative. It's all there to protect you. So even somebody having something as negative as a suicidal thought, that suicidal part of that person just wants them to be out of pain. So even though the behavior is destructive, at the end of the day, all parts want connection and healing. And so we reduce shame around the trauma by helping people see that the suicidal part is not all of you, that the wound is not all of you, that you are so much more. There are three different types of trauma, I believe. One is called acute trauma, then chronic trauma, and then complex trauma. And I believe when you were a little kid, you went through chronic trauma because it kept happening on and on and on. Yeah, I agree. How do you cure somebody? You know what? So that kind of trauma, when it goes on and on, is relational. Because it happens with the primary attachment figure, like a parent or another attachment figure. And so you have to realize that you are the medicine you've been waiting for. And so we tend to externalize our needs and our desires and our wants because that's how we get our needs met as children. But as adults, we realize that we can reparent that inner child, that we can come into loving relationship with ourselves. And that's how we heal trauma."
wbap-am-820,76918,1782200856.7542737,1782200946.7542737,done,26731,4258,was in the NHS and their health care system that are saying this is dangerous this cannot continue this is costing people their lives not going to change you think of margaret thatcher at some point you're gonna run out of other people's money apparently that's not happening they're still doing it and so what do they do they take more of other people's money that guy that guy i know from great britain was happy they were raising taxes on fuel because he thought it was going to be a better NHS system after those those taxes were raised and of course it hasn't changed we are redeye radio more with gary mctemera and eric harley it's redeye radio listen to redeye radio wherever you are with the redeye radio app available on android and iphone download it now from the app store or by visiting us at redeye radioshow.com if you drive a big rig you know that more time on the road means more money in your pocket shellrotella with advanced synthetic technology is designed to help keep your rig running and save you money in the long run trade up to shellrotella and you'll get superior protection against engine wear that means less time in the shop and more time on the road it also means you'll get more chances to see north america's finest roadside attractions
klif-am-570,76917,1782200794.951602,1782200884.951602,done,26730,5688,"But he was not lying to you, though, was he? He wasn't there. That's the thing. This officer swore he was at our house the night before, when I had had that dream, but he wasn't. It was just a dream, or was it? Or was it? Or was it? I'll never know. I don't think to this day. So I believe that there were two timelines happening. They merged in that moment, in that vortex, in Sedona, and that officer swore he was there the night before, but George, there was no trace of that on my phone. I know I didn't call the night before. I called that night. Are you saying the officer might be wrong? I think the officer came to confirm that other timeline of reality for us. Maybe you called him in a different dimension. Yes, maybe. Because there was no record of it on my phone, that's for sure. And he thought we were out of our mind, calling him two nights in a row, when I know for a fact my physical body and my physical experience did not call him the night before. But I don't think he'd make it up if it didn't happen. I agree. I agree. But it didn't happen in my reality. So that was terrifying. And what I realized is, even though that experience was so terrifying, it brought me into this personal relationship with Jesus, because that's when I started calling on him, was at the height of my fear."
wbap-am-820,76916,1782200687.7170599,1782200777.7170599,done,26729,4505,just like camera we're going by that right transgender language law that they want to uh... and then when i was in construct a thing to me about doing ancestry isn't it really isn't about the people in the family i didn't know him he didn't know me clearly hundreds of years ago i'd and i had no idea what kind of person he was like it was just to me it's the history of all as you read through their lives and then you're just reading through someone's life whether they were related to you or not really is a relevant doesn't really mean anything at all it just it but it eight when i found that out i thought this is it there's deep in this culture and it won't ever change it's you know they've made a couple of moves like brexit it's a day we want representation but of course it means something else to them over there for different reasons then you look at all the doctors in the n h s and their health care system that are saying this is dangerous this cannot continue this is costing people their lives not going to change you think of margaret thatcher at some point you're gonna run out of other people's money
