station,chunk_id,start_ts,detection_id,is_ad,ad_category,company_name,website,phone_number,offer_summary,key_claims,confidence,transcript
wbap-am-820,76918,1782200856.7542737,6132,1,business_funding,,redeye radioshow.com,,,"[""more time on the road means more money in your pocket"", ""superior protection against engine wear""]",0.85,was in the NHS and their health care system that are saying this is dangerous this cannot continue this is costing people their lives not going to change you think of margaret thatcher at some point you're gonna run out of other people's money apparently that's not happening they're still doing it and so what do they do they take more of other people's money that guy that guy i know from great britain was happy they were raising taxes on fuel because he thought it was going to be a better NHS system after those those taxes were raised and of course it hasn't changed we are redeye radio more with gary mctemera and eric harley it's redeye radio listen to redeye radio wherever you are with the redeye radio app available on android and iphone download it now from the app store or by visiting us at redeye radioshow.com if you drive a big rig you know that more time on the road means more money in your pocket shellrotella with advanced synthetic technology is designed to help keep your rig running and save you money in the long run trade up to shellrotella and you'll get superior protection against engine wear that means less time in the shop and more time on the road it also means you'll get more chances to see north america's finest roadside attractions
klif-am-570,76911,1782200341.1776721,6131,1,insurance,LifeLock,lifelock.com,180054335625,identity theft protection with savings,"[""coverage for lost wages"", ""coverage for legal fees and experts"", ""30% off first year with promo code GEORGE""]",0.95,"for child care? LifeLock has your back. Need coverage for lost wages because work had to take a back seat throughout all of this? You guessed it, LifeLock has your back. Plus there's coverage if you need to pay fees for lawyers and experts to resolve your case. Don't face the burden of identity theft alone. Protect your future and finances with LifeLock. Join today and save up to 30% your first year with promo code GEORGE. Call 1-800-LIFELOCK or go to LifeLock.com and when you're there use promo code GEORGE to save 30% terms apply. And everybody cares about health, wellness, fitness, nutrition and so many of us are guessing our way through our health, guessing what foods to eat, what supplements to take, wondering why some things make us feel better than others. Now that's where Viome comes in. It's a simple at-home gut health test that uses advanced RNA technology. It analyzes your gut microbiome to understand how your body is truly functioning in this moment and from there Viome then creates a personalized food and supplement plan designed specifically for your body. Right Linda? You've been doing this. I have been doing it and the test is easy. It's got great steps. It walks you right through. It's easy to do. You can send it right in. Take the guesswork out of it. Get real data. Go to V-I-O-M-E slash Hannity. V-I-O-M-E dot com slash Hannity today and when you follow their plan you can"
klif-am-570,76908,1782198502.2796474,6130,1,identity_protection,LifeLock,LifeLock.com,180054335625,30% off first year with promo code GEORGE,"[""monitors hundreds of millions of data points a second for identity threats"", ""alerts you right away if anything pops up"", ""provides restoration specialist to fix identity theft, guaranteed or money back"", ""backed by million-dollar protection package"", ""covers stolen money and personal expenses due to identity theft""]",0.95,"right back. Last year, one in six Americans lost money to digital fraud, an average of fourteen hundred dollars through scam emails, websites, phone calls, and text messages. And worse still, A.I. is making it easier for these criminals to create sophisticated scams. To help protect against fraud, limit the amount of identifying information you share online and generate strong unique passwords using a password manager. Cyber threats are everywhere, that's why LifeLock monitors hundreds of millions of data points a second for identity threats, which is way more than anyone can do on their own, and LifeLock alerts you right away if anything pops up. If you do become a victim of identity theft, you get your own restoration specialist who will fix identity theft, guaranteed, or your money back. Your protection is backed by LifeLock's million-dollar protection package, and if your money is stolen, or you need coverage for personal expenses or lost wages due to identity theft, LifeLock has your back. Join now, save up to thirty percent off your first year with promo code GEORGE. Call 1-800-LIFE-LOCK or head on over to LifeLock.com and use promo code GEORGE for thirty percent off. Terms apply. Hey there! Garden Gnome here. I've been standing in this yard for years."
wbap-am-820,76894,1782197550.2500918,6129,1,debt_relief,St. Christopher Truckers Relief Fund,truckersfund.org,,"free quote, donation support for truck drivers","[""paying necessity household expenses"", ""supporting free health and wellness programs""]",0.95,"I'm grateful we were prepared. Get your free quote at Ethos.com slash term. That's Ethos.com slash term. Paid spokesperson. Time spent on application may vary. Online health questions required. There are few non-profits in the trucking industry and even fewer that tangibly make a difference in the lives of professional truck drivers. Since 2008, over 4,000 over-the-road semi-truck drivers have turned to the St. Christopher Truckers Fund when a medical issue took them off the road. The St. Christopher Fund steps in by paying necessity household expenses such as mortgage, rent, utilities, insurance, and vehicle payments. The St. Christopher Fund also supports drivers by providing free health and wellness programs for them. You can learn more about the St. Christopher Fund or support our highway heroes by making a donation today. Just log on to truckersfund.org. Once again, that's truckersfund.org. Truckersfund.org. Sponsored by St. Christopher Truckers Relief Fund. At Red Eye Radio, safety isn't just a priority. It's a commitment we share with the drivers who keep America moving. That's why we're proud to celebrate the Red Eye Radio Million Mile Club. Honoring professional drivers who've reached an incredible milestone. One million miles or more without a preventable accident. Have you or someone you know reached a million safe miles? Now's the time to get recognized."
wbap-am-820,76892,1782197467.2494147,6128,1,business_funding,,,86690733393,,"[""save time weighing"", ""no excuses guarantee for overweight citations""]",0.85,"He had a serious look on his face, which he almost always does, but there was no statement from him. There was no quote from him. Just a story about he's going to be traveling as a part of, you know, sitting down with so and so. No statement at all from him. We are Red Eye Radio. Get in touch with Red Eye Radio, toll free at 866-90-RED-EYE. Shell Rotella with advanced synthetic technology is designed to help keep your rig running and save you money in the long run. Superior engine protection for longer engine life. Shell Rotella, for the long haul. Oh, before we get back on the road, let's stop at this cat scale and weigh. Definitely. Will you use the Weigh My Truck app? You know I'm no good with technology. It's easy. Let's try it. Okay. Wow. You can process the entire weigh on your smartphone and email your paperwork anywhere? That's right. So this is how we've been getting through the cat scale so fast. Yep. And you pretend not to like technology. For catness accuracy, weigh your truck on a cat scale. When you weigh on a cat scale, you get a no excuses guarantee. If you get an overweight citation after weighing legal on a cat scale, we'll either reimburse you for the fine or go to court with you. At over 2,000 cat scale locations, we've got your back. You can now save time weighing by using your smartphone. Download the Weigh My Truck app from the Google Play Store."
klif-am-570,76880,1782196925.0597572,6127,1,tax_relief,Guardian Tax Service,,8005051608,free confidential consultation for tax relief,"[""crushing tax debt relief"", ""special IRS programs""]",0.92,"Thanks again, Guardian Tax. Need relief from crushing tax death? The IRS now has special programs. Guardian Tax knows all about them. Personal or business, this is the fresh new brick you've been hoping for. We aren't the company you call when you need a hug because you're scared of the IRS. Guardian Tax is the company that wins when you need it most. Guardian Tax Service is really great to work with. They really help me out. I'd recommend them highly. Call now for a free confidential consultation. 800-505-1608. 800-505-1608. 800-505-1608. Coast to Coast continues on 570-KLIF. And welcome back, George Norrie, with our final segment with Steve Machette. Steve, Cornelius in Louisiana wanted to know what you thought about the devil. Well, if we dissect the word, so it's D-E-V-I-L. D-E is basically in the Latin language it means of, and E-V-I-L is of evil. But if you could reverse evil, L-I-V-E, you live. And it's basically the, you know, it's the duality of life. Life in physical form is not an angelic form. We're angels. We're a consciousness. We don't understand that when you jump into a body..."
klif-am-570,76879,1782196842.0593605,6126,1,tax_relief,Guardian Tax,,,IRS tax relief and back taxes assistance,"[""99% reduction of what you owe"", ""preventing IRS levy""]",0.95,"until I choked 24 hours a day. I couldn't even walk across my floor without literally coughing and so I would gasp. So I saw three different pulmonologists and they could do nothing. Someone had mentioned to me about a product that President Reagan had taken. I ordered it within one week. One week my coughing had stopped since I've taken the Carnivora. Everyone that would come in to our store would say, what happened? Why are you not coughing? I told them what I'm doing. And they said, well, what's it doing that it stopped that coughing? I said, I can't answer that, it just stopped it. Call 866-836-8735. That's 866-836-8735. Or visit carnivora.com. That's C-A-R-N-I-V-O-R-A.com. Do you owe back taxes or have unfiled tax returns? The IRS won't quit until they get your money. Here's great news, fresh from those in the know. Major changes have happened at the IRS. If you owe more than $10,000, you may be eligible for a 99% reduction of what you owe. Haven't filed a return for a while? They're happy clients are talking. The IRS was gonna levy my bank account but Guardian was able to prevent that and fix all my IRS issues. Thanks again, Guardian Tax. Need relief from crushing tax debt? The IRS now has special programs. Guardian Tax knows all about them."
klif-am-570,76878,1782196708.2488866,6125,1,health_supplements,,healthylooking.com,8005499596,Super Tea Capsules for men and women,"[""maximize nutrient absorption"", ""optimize testosterone production"", ""improved testosterone up to 700%"", ""real people, real stories""]",0.95,"in all aspects of your life. All with our EDS enzyme, our secret sauce to maximize nutrient absorption, helping the body get the most from every dose. And Dr. Malay, it's all natural, correct? A hundred percent natural product. It optimizes the testosterone that you already have and gives your body the ability to produce as much as you need. Feeling differences in one hour of up to 700% improved testosterone. So anybody who wants to just feel better, feel younger, this is for you. George's Super Tea Capsules, for men and women, from healthylooking.com or at 800-549-9596. Super Tea Capsules at healthylooking.com or at 800-549-9596. Check out the full interview with Dr. Malay at healthylooking.com and don't forget promo code George for free shipping. Real people, real stories. I coughed, and I coughed until I choked 24 hours a day. I couldn't even walk across my floor without literally coughing until I was gassed. So I saw three different pulmonologists and they could do nothing. Someone had mentioned to me about a product that President Reagan had taken. I ordered it within one hour. I ordered it within one week."
klif-am-570,76870,1782194974.0030947,6124,1,health_supplements,Viome,viome.com,,personalized gut health test and plan,"[""better digestion"", ""more energy"", ""improved mood""]",0.85,"through our health, guessing what foods to eat, what supplements to take, wondering why some things make us feel better than others. Now that's where Viome comes in. It's a simple, at-home gut health test that uses advanced RNA technology. It analyzes your gut microbiome to understand how your body is truly functioning in this moment. And from there, Viome then creates a personalized food and supplement plan designed specifically for your body. Right, Linda? How are you doing this? I have been doing it, and the test is easy. It's got great steps. It walks you right through. It's easy to do. You can send it right in. Take the guesswork out of it. Get real data. Go to viome.com today. And when you follow their plan, you can expect better digestion, more energy, improved mood. Stop guessing. Start knowing. Coast to Coast continues on 570KLIF. And welcome back. George Noory, along with Stephen Meshetz. Stephen, how accurate do you think the Gnostic texts are? They can't be accurate because the people who transcribed it didn't know what they were writing. I believe there were oral instructions that came from the Kahloos, and they basically said..."
klif-am-570,76868,1782194738.4871364,6123,1,technology,Sea Crane,,,extended long-range Wi-Fi system for workshops and metal buildings,"[""send reliable Wi-Fi signal up to half a mile"", ""works with all devices"", ""streaming audio from favorite shows""]",0.92,"I'll and I can't smile because of you. To talk to George Norrie, call the wildcard line at 818-501-4109. The first time caller line is 818-501-4721. To talk toll free from East of the Rockies, call 800-825-5033. From West of the Rockies toll free, call 800-618-8255. Send George a text message anytime at 818-298-6521. From the City of Angels, this is Coast to Coast AM with George Norrie. That was one of Tony Bennett's favorite songs, God Rest His Soul. We're going to come back in a moment with Stephen Michette and take phone calls as we talk about the ancient texts and what they all mean on Coast to Coast AM. Do you have a workshop, a guest house, or a metal building just a few hundred feet from your home, but no Wi-Fi signal? It's frustrating, isn't it? With the CC Vector extended long-range Wi-Fi system from Sea Crane, you can send a reliable Wi-Fi signal up to a half a mile from any router, including Starlink, as long as you have line of sight. It works with all your devices, delivering internet for browsing, video calls, standard video, and best of all, streaming audio from your favorite shows."
wbap-am-820,76861,1782194285.299242,6122,1,safety_program,,rediradioshow.com,,celebrate and join the Million Mile Club,"[""1 million miles preventative accident free"", ""join the Million Mile Club""]",0.92,"Bob Wright, who stay focused, stay disciplined, and protect everyone on the road besides them. These aren't just miles, these are moments. They're commitment. They're a legacy of safety. If you or a driver you know have reached this incredible milestone of 1 million miles preventative accident free, we want to celebrate you. Visit rediradioshow.com and join the Million Mile Club. That's rediradioshow.com. Thanks to our partners, How's Products, the St. Christopher Fund, and Catscale. To every driver out there, we see you, we thank you, and we honor the miles behind you, and the ones still ahead. At Red Eye Radio, safety isn't just a priority, it's a commitment we share with the drivers who keep America moving. That's why we're proud to celebrate the Red Eye Radio Million Mile Club, honoring professional drivers who've reached an incredible milestone. 1 million miles or more without a preventable accident. Have you or someone you know reached a million safe miles? Now's the time to get recognized. Visit rediradioshow.com to join the Million Mile Club. That's rediradioshow.com. The Million Mile Club is made possible by our valued partners, How's Products, the St. Christopher Fund, and Catscale. Negotiations continue. I'm Ted Lindner, Fox News. President Trump's saying the U.S. has total control of the Strait of Hormuz's talks between the U.S. and Iran wrapped up in Switzerland. Fox's Lucas Tomlinson with more. President Trump says Americans will benefit from a relaxation."
wbap-am-820,76857,1782193962.6752603,6121,1,tax_relief,U.S. Tax Shield,,8007859132,price protection guaranteed quote for tax settlement,"[""stop collections"", ""get you protected today"", ""A-plus rated with the Better Business Bureau""]",0.85,"of the Fresh Start program and new laws that may allow us to negotiate a settlement for the lowest amount possible. Our team of tax attorneys and enrolled agents can stop collections and get you protected so you can take control of your financial future. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A-plus rated with the Better Business Bureau, so call now. 800-785-9132. That's 800-785-9132. U.S. Tax Shield, 800-785-9132. And now, new on FM at 93.3. We are at iRadio. He is Eric Carley and I'm Gary McNamara. I wanted to at least bring that up yesterday because it's so important to know, you know, we get so involved with the everyday current event things that we'll be covering as we always do during every show. But I think it's important to look at and say, OK, the Democrat Socialists of America, which are the Mendonnies, the AOCs, the Bernie Sanders, the Plattners, you know, and a bunch of other Democrats, even if they're not a part of the DSA, they're not going to challenge them. Democrats are afraid to do that."
wbap-am-820,76854,1782193879.6747584,6120,1,health_wellness,St. Christopher Truckers Fund,truckersfund.org,,free diabetes prevention program for truck drivers,"[""free health and wellness programs"", ""diabetes prevention""]",0.92,"If you drive a big rig, you know that more time on the road means more money in your pocket. Shell Rotella with advanced synthetic technology is designed to help keep your rig running and save you money in the long run. Trade up to Shell Rotella and you'll get superior protection against engine wear. That means less time in the shop and more time on the road. It also means you'll get more chances to see North America's finest roadside attractions. Cows, cornfields, cows and cornfields. It's lovely this time of year. Shell Rotella's advanced synthetic technology also offers extended drain intervals, helping your rig go further between oil changes, so you make less pit stops. Well, unless you need to restock on snacks, we really can't help you with that. But if you're looking to help your big rig engine live longer, look no further. Superior protection, less maintenance, that's what you can expect from the number one heavy duty engine oil in North America. Shell Rotella for the long haul. Explore the full lineup of Shell Rotella products at Rotella.com slash long haul. The St. Christopher Truckers Fund is excited to offer a free diabetes prevention program to all Class A over the road drivers. This 12 week virtual program focuses on nutrition, exercise, stress, management and more. This program focuses on ways drivers can prevent diabetes and its devastating effects. Visit truckersfund.org and take the risk assessment under the health and wellness tab. Sponsored by St. Christopher Truckers Relief Fund, the St. Christopher Truckers Fund provides free health and wellness programs for drivers to help prevent some common medical conditions seen in the trucking industry. These programs include diabetes prevention."
klif-am-570,76841,1782193020.2953393,6119,1,weight_loss,George's Try GLP,healthylooking.com,,weight loss with no prescription and fast free shipping,"[""drops for weight loss"", ""no shots or pills"", ""kill cravings without doctor or prescription"", ""create energy"", ""look amazing due to skin health"", ""preserve lean muscle mass"", ""patented extraction process"", ""small drops once or twice a day"", ""no needles and no side effects"", ""help gut absorption of nutrients""]",0.95,"Eat for weight loss with no shots or pills. George's Try GLP Drops. Drops, not shots. Kill the cravings with no doctor or prescription. Why pay more for the same active ingredient? Here's more. One of the biggest things people are trying to get rid of is food noise. You're hearing it in your head. What am I gonna eat next? Well, what if that could all go away? I'm Shawn Loomer, and I've been working in the healthy lifestyle space for almost 25 years. We've worked with thousands of doctors and many, many professional sports teams and professional athletes. Everyone is talking about GLP-1, but they're missing the point. They don't talk about GLP-1, GLP-2, and GIP. So our Try GLP offers way more than just weight loss. You're creating energy. You look amazing because of your skin, not making your skin just fall like so many of these synthetic versions, these injections. With our GLP-1, GLP-2, GIP, that's right, the trifecta, all that goes away. You simply start losing fat while keeping your lean muscle mass. It's amazing. With our patented extraction process, simply take small drops once or twice a day, and you're all done. No more needles and no bad side effects. And the beauty of this whole thing is you're helping your gut. You're absorbing more nutrients. So why not lose fat, keep muscle, and feel amazing? Drops, not shots. George's Try GLP drops. No prescription and fast free shipping. Lose weight and keep it off for less with George's Try GLP drops at healthylooking.com."
wbap-am-820,76833,1782192323.5616918,6118,1,travel,,,,summer vacation contest,"[""win $1,000 for a weekend getaway or staycation""]",0.92,"this isn't your average podcast you like party i do like a huge chug of tequila the hollerhead whiskey bottle chug in front of dana white that was the first time we ever went to la we somehow got into a bitty party that's a elon musk house party look like my party's generally have a very high production value this is full send i do want to do a lot more pranks a bunch of different pranks join the party jack gordy in the house feeling good man what are we going to talk about with will smith i don't know what you're going to say shout out to field on it's been entertaining dude the full send podcast grab the boys grab the beers let's do it follow and listen on your favorite platform thanks for watching Make a splash this summer with the summer vacay payday five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the summer vacay"
klif-am-570,76827,1782191997.0877278,6117,1,insurance,Ethos,"carnivora.com, carnivora.com, ethos.com/slash-term, Ethos.com/slash-term",8668368735,,"[""fast and 100% online"", ""get a quote in seconds"", ""apply in minutes"", ""same day coverage"", ""no medical exams"", ""up to $3 million worth of coverage""]",0.87,"1-866-836-8735, 1-866-836-8735, or visit carnivora.com, C-A-R-N-I-V-O-R-A.com, call today. My name is Whitney Allen and I'm a widow. My husband Ryan died. We never thought we'd ever have to use life insurance, but the unexpected happened. With Ethos, signing up was fast and 100% online. You can get a quote in seconds, apply in minutes, and get same day coverage. No medical exams, and you can get up to $3 million worth of coverage. I am grateful we were prepared. Get your free quote at Ethos.com slash term. That's Ethos.com slash term. Paid spokesperson. Time spent on application may vary. Online health questions required. Coast to Coast continues on 570 K-L-I-F. And welcome back to Coast to Coast. George Noye with you. Author Steven Machet has been a music producer, as well as a metaphysical philosopher and film producer for 50 plus years. Wow. He has produced and worked with well-known musical artists such as Peter Gabriel and Quincy Jones. Steven has dedicated much of his life to unraveling the history of mankind in our perpetual change. Steven, welcome back. How have you been? I've been good. How are you, George? Great. Did you ever meet Clive Davis in your career? I'll give you a quick story. 1965, my dad was..."
klif-am-570,76825,1782191827.6062431,6116,1,insurance,Ethos,,,fast life insurance signing,"[""fast and easy life insurance sign-up""]",0.92,"I was told I was dying with three months to live and I wasn't going to give up. Helmut Keller researched it and that is why we are so fortunate to have a carnivore today. I was treated by him every day with carnivore and it's phenomenal. It's phenomenal. And you don't really have to be very ill to have the benefits of carnivore. How many weeks or months into the supplementation did you start feeling that there really is an impact I'm going to live? Probably two months and that was by observing the blood work. So you were supposed to die in three months and thirty-four years later you're helping others to heal. I am staying with my natural programs, one of which is carnivore. You cannot stop and say, oh I had enough, I feel good. That is the wrong way. That's why I feel so fantastic and I'm past eighty. Beautiful. Carnivora will make all the difference in the world. This is George. I promised you yet another fantastic real-life story. Hope you enjoyed this one. Call Carnivora at 1-866-836-8735, 1-866-836-8735 or visit carnivora.com, C-A-R-N-I-V-O-R-A.com. Call today. My name is Whitney Allen and I'm a widow. My husband Ryan died. We never thought we'd ever have to use life insurance but the unexpected happened. With Ethos, signing up was fast and a hundred percent."
wbap-am-820,76814,1782191302.9458215,6115,1,vacation,,our website,,summer vacation prize,"[""$1,000 for a weekend getaway or staycation""]",0.85,"Get ready for the rush with Max Crosby if it was gonna happen Why not this year all pro defensive end Max Crosby takes you beyond the field with exclusive insights I love when people sleep Uncertain people because you just know they're gonna make everyone look stupid moments Everyone's talking about five in a row brother for going to the trouble again Been through a lot, and we're just getting rolling the rush. It's a roller coaster of emotions follow and listen on your favorite platform Music Make a splash this summer with the summer vacay payday five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation head to our website to enter this national Contest for your chance to give your summer a serious glow up with $1,000 in the summer vacation"
wbap-am-820,76806,1782190659.5113857,6114,1,debt_relief,Wesley Financial Group,,8009703355,timeshare cancellation services,"[""cancel timeshares"", ""help over 17,000 families cancel their timeshares""]",0.95,"Wesley Financial Group is not a law firm. Ask yourself this question. Is it really worth holding on to that timeshare that you know you need to get rid of? Here's the truth. The average maintenance fee just went up over 17 percent. That could have been a hundred and seventeen percent and there's nothing you can do about it. When you buy a timeshare you give them a blank check for annual maintenance and assessment fees. I'm Chuck McDowell, founder of Wesley Financial Group. For 15 years I've helped over 17,000 families cancel their timeshare. Not sell it, not transfer it, cancel it. Did you buy a timeshare because they told you it was a great investment and your maintenance fees would never go up? That's a lie. Are you ready to get rid of your timeshare once and for all? Simply call us and I'll send you our timeshare exit kit that explains all your options for cancellation. Call Wesley now for your timeshare exit kit. 800-970-3355. That's 800-970-3355. 800-970-3355. Start your day with the morning jolt of Drake Seto. You've never been a football coach before so you're not allowed to talk about this. No, I can have burnt mozzarella sticks and say the chef's not working. Bold takes and breaking news. And now to do that with Westwood."
wbap-am-820,76802,1782190476.187589,6113,1,local_business_promotion,,SweetDeals.com,,,"[""support local businesses"", ""discover amazing deals""]",0.85,"Black and Abdallah. Top 10, here we go. Shots fired. That's what we do. We rank quarterbacks. Shots fired. A very special edition of Black and Abdallah. Might be the last. Westwood One Sports Talk. Your home for Black and Abdallah. Follow and listen on your favorite platform. Music. Music. Music. Looking for your next favorite local spot at SweetDeals.com. We're all about supporting local businesses. Discover amazing deals on the best shops, restaurants and services in your area. Shopping local not only helps your community."
klif-am-570,76800,1782190314.640394,6112,1,insurance,Ethos,ethos.com/slash-save,,"fast life insurance application, same-day coverage, free quote","[""fast and easy to get life insurance"", ""apply in minutes"", ""same day coverage""]",0.92,"for his death, I think that would make him proud. Ethos makes it fast and easy to get life insurance. Apply in minutes and get same day coverage. Get your free quote at ethos.com slash save. That's ethos.com slash save. Payed testimonial, time spent on application may vary. Online health questions required. If the world were like a sleep number mattress, everything would adapt for your comfort. Because as your life changes and your body changes, sleep number mattresses adapt and shift to give you personalized comfort night after night. And right now, new mattresses start at $1,500 during our 4th of July sale. To experience a whole new world of comfort, visit a Sleep Number store or go to sleepnumber.com. Sleep Number, to a good life sleep. Individuals and businesses with tax problems. Listen carefully. If you owe over $10,000 in back taxes or have unfiled tax returns, U.S. Tax Shield can help you take back control. The IRS can seize your bank accounts, garnish your paycheck, close your business and file criminal charges. Our team of tax attorneys can stop collections and get you protected. U.S. Tax Shield offers a price protection guaranteed quote to get you protected today. U.S. Tax Shield is A plus rated with the BBB. So call 800-466-9625. U.S. Tax Shield, 800-466-9625. Furnished by IntelliBrands. Whether because of discomfort, lack of mobility, your lifestyle or occupation, you sit in actively way too many hours a day. Get an Ellipse, the premium quality automatic seated exerciser that's straight."
wbap-am-820,76797,1782184897.174001,6111,1,travel,,our website,,"$1,000 for a weekend getaway or staycation","[""national contest"", ""summer vacation prize""]",0.95,"Make a splash this summer with the Summer Vacay Payday. Five winners will each score $1,000 to soak up a weekend getaway or a stellar staycation. Head to our website to enter this national contest for your chance to give your summer a serious glow up with $1,000 in the Summer Vacay Payday. News and talk are in our name. Keep connected DFW. Your Texas voice for common sense. News Talk, 820-WPAP. And now on FM at 93.3."
wbap-am-820,76796,1782184814.1734312,6110,1,weight_loss,,,,,"[""lower blood sugar"", ""burn fat"", ""curb appetite""]",0.85,"In the military, the mission was clear. You knew what to do. Now, the mission has changed. Stepping into civilian life isn't about finding a job. It's finding your purpose. I wanted a career that would leverage the skills and discipline I gained in the military. IT just felt right. My Computer Career offers class schedules that fit into your life and skills in high demand. Put your VA benefits to work. Visit mycomputercareer.edu slash cwp to jumpstart your IT career today. An Elite CompTIA certification partner. Financial aid is available to those who qualify, including VA benefits. Everybody's talking about it. Weight loss injections. The results are so dramatic. You've seen them on everybody, right? They work by lowering blood sugar, reducing appetite. So, what if you're looking to lose weight but not interested in a painful weekly injection, especially when you hear about some of those intense side effects? That's why doctors created a weight loss supplement called Lean. L-E-A-N. And the results are remarkable. The standard ingredients in Lean have been shown to lower your blood sugar, burn fat by converting it into energy, and curb your appetite and your cravings so you're not as hungry. But listen, Lean is not for the casual dieter with only a few pounds to lose. The doctors at Brickhouse Nutrition created Lean for frustrated dieters with 10 or more pounds to lose. So, to get you started, let me…"
wbap-am-820,76795,1782184679.266184,6109,1,weight_loss,,takelean.com,,20% off weight loss supplement,"[""lower blood sugar"", ""reduce appetite""]",0.95,"out in three ways, the doctors say, lowers your blood sugar, that's very important, burns fat by converting it into energy, and also it curbs your appetite and your cravings so you're not as hungry all the time, that's how you lose meaningful weight and keep it off. Gotta lose a few pounds? Do that on your own. This is not for you. You want to lose 10 pounds plus, and a lot of people have lost a lot of weight who are on this. Just get the supplement called Lean, takelean.com, the code is PAGS, P-A-G-S, save 20%. Takelean.com, code is PAGS, and we're back after this. Everybody's talking about it, weight loss injections, the results are so dramatic. You've seen them on everybody, right? They work by lowering blood sugar and reducing appetite."
klif-am-570,76790,1782181819.3894284,6108,1,,,,,,"[""find the best deal possible"", ""keep more money in your wallet""]",0.85,at the white house last weekend foxes david spunt investigators tell fox news the alleged plan was to use drones with explosives to hit buildings near the event which would force a mass evacuation and steer crowds toward a pre-staged sniper team seven suspects have now been arrested investigators believe there's still more out there america's listening to fox news thinking about buying a new car want to find the best deal possible? then check out don and john saturday mornings from 8 till noon on cruise control they'll help you keep more money in your wallet cruise control saturday mornings 8 till noon 570 klif and 96 3fm hd2 thanks for watching dwayne i was last and the biggest names in pro wrestling and beyond
wbap-am-820,76774,1782179422.040643,6107,1,,,JoePags.com,8335637247,,[],0.85,"So, it would have to be somebody that he could have that conversation with and feel comfortable with them disagreeing with him or explaining the other side of whatever he's having that disagreement about. And I don't think he has that. And I feel like that's why he spews all this stuff because there isn't somebody there that can kind of like talk him off the ledge. I hear you. I'll disagree a little bit because I think that he can take it if you give it back. You saw that in 2016, maybe he's a different guy now, but in 2016 they all called each other names. Now Marco Rubio works for him, you know what I'm saying? What I'm saying though is if he had that one person though, that he could just have all these conversations with all the time. That's what I'm saying. It would have to be somebody that he believes, I guess, or has trust in where he could do that. And I just don't think that he has that because I don't think there's anybody that to him is equal and not in a bad way, just that somewhere that could get him. I think it's a good point. It's a very good point. A lot of people listening want to get into this too, 833-JoePags, 833-563-7247-JoePags.com. There are people who are knee jerk reacting listening right now. Why are you turning on the president? I'm not. I'm going to be real. Polo's going to be real. I'm going to be real on this show. When you call in, I want you to be real."
klif-am-570,76773,1782179382.760073,6106,1,tax_relief,a fresh start,TRA.com,8005751789,,"[""five star reviews on Google"", ""eight plus rating with the Better Business Bureau"", ""IRS problems solved""]",0.92,"a fresh start. Our passion is taxes and helping individuals fix their IRS problems. We have over 1000 five star reviews on Google and an eight plus with the Better Business Bureau. You don't need to be afraid of the IRS any longer. End your tax nightmare today by visiting us online at TRA.com or call 800-575-1789. That's 800-575-1789. Bye. Black and Abdallah. Top 10. Here we go. Shots fired. That's what we do. We rank quarterbacks. We've got college hoops, spring training, and everything happening in the NFL. The hot takes and heated debates you won't hear anywhere else. What an incredible shot. Is that what you would say on the air? You're the play by play guy. You've done play by play."
klif-am-570,76771,1782179299.759623,6105,1,tax_relief,TRA (Tax Relief Advocates),,8005751789,eliminate or reduce IRS debt,"[""generous programs available for tax relief"", ""over 1,000 five-star reviews on Google""]",0.95,"hundred times before you leave class today. My favorite thing about these speeches is that if you're watching the video you know there's people in the audience looking at them shaking their heads like yeah no no no no no you do you have to effectuate it because it's if you don't protect it what was the point of effectuating it? I mean we not only have to effectuate it Folks Brian Bremerton and I not only have to go to break but I have to jump off this building and we'll come back with a whole new subject after this The show that connects you to people in high places It's like the most important man in the world standing here and you got a conversation going with each other Fox Across America with Jimmy Fela We all hear the radio ads about the IRS they tell you to be afraid to be scared and they try to frighten you into calling I'm not here to do that tax relief advocates is different TRA is here to tell you that if you owe money to the IRS whether it's five thousand fifty thousand or five hundred thousand we have a solution it doesn't matter if you're sitting in your car at work or with your kids no matter where you are call now 800-575-1789 don't lose hope TRA can eliminate or reduce what you owe to the IRS Generous programs are now available that can give you a fresh start our passion is taxes and helping individuals fix their IRS problems we have over 1,000 five-star reviews on Google"
